customer_id,rooftop,brand,opportunity_type,best_channel,priority_score,predicted_book_rate,estimated_gross,owner,recommended_next_step
CUST0320,Chrysler Dodge Jeep Ram,Jeep,Hunter alignment finding,Advisor video + SMS,67.3,0.344,211,Service,Send alignment finding video and tire offer
CUST0370,Ford,Commercial,Recall due,Phone + Email,67.3,0.447,446,Service,Send safety recall booking sequence
CUST0434,Chrysler Dodge Jeep Ram,Dodge,State inspection due,Phone + Email,67.3,0.363,308,Service,Trigger inspection reminder with online scheduler
CUST0080,Ford,Commercial,Declined work recovery,Email + SMS,67.2,0.328,751,Service,Send deferred maintenance estimate recap
CUST0408,Chrysler Dodge Jeep Ram,Dodge,Recall due,Email + SMS,67.2,0.384,551,Service,Send safety recall booking sequence
CUST0165,Chrysler Dodge Jeep Ram,Ram,Recall due,Email + SMS,67.1,0.413,341,Service,Send safety recall booking sequence
CUST0285,Ford,Ford,Recall due,Email + SMS,67.1,0.445,472,Service,Send safety recall booking sequence
CUST0373,Chrysler Dodge Jeep Ram,Chrysler,State inspection due,Phone + Email,67.1,0.342,380,Service,Trigger inspection reminder with online scheduler
CUST0337,Ford,Ford,Service lapse 12+ months,Phone follow-up,67.0,0.22,449,Service,Run win-back offer with advisor call list
CUST0452,Ford,Commercial,Hunter alignment finding,Advisor video + SMS,67.0,0.368,341,Service,Send alignment finding video and tire offer
CUST0195,Ford,Commercial,State inspection due,Phone follow-up,66.9,0.358,356,Service,Trigger inspection reminder with online scheduler
CUST0229,Ford,Ford,Recall due,Email + SMS,66.9,0.427,577,Service,Send safety recall booking sequence
CUST0322,Chrysler Dodge Jeep Ram,Dodge,State inspection due,Email + SMS,66.9,0.319,498,Service,Trigger inspection reminder with online scheduler
CUST0230,Chrysler Dodge Jeep Ram,Dodge,Service lapse 12+ months,Email + SMS,66.8,0.258,367,Service,Run win-back offer with advisor call list
CUST0306,Chrysler Dodge Jeep Ram,Ram,Service lapse 12+ months,Phone follow-up,66.8,0.245,408,Service,Run win-back offer with advisor call list
CUST0339,Chrysler Dodge Jeep Ram,Commercial,Service lapse 12+ months,Phone + Email,66.8,0.265,265,Service,Run win-back offer with advisor call list
CUST0280,Ford,Ford,State inspection due,Email + SMS,66.7,0.333,522,Service,Trigger inspection reminder with online scheduler
CUST0123,Ford,Commercial,Service lapse 12+ months,Email + SMS,66.6,0.261,449,Service,Run win-back offer with advisor call list
CUST0256,Ford,Commercial,Hunter alignment finding,Advisor video + SMS,66.6,0.403,292,Service,Send alignment finding video and tire offer
CUST0352,Chrysler Dodge Jeep Ram,Jeep,Hunter alignment finding,Advisor video + SMS,66.6,0.344,292,Service,Send alignment finding video and tire offer
CUST0140,Ford,Commercial,Hunter alignment finding,Advisor video + SMS,66.5,0.338,406,Service,Send alignment finding video and tire offer
CUST0450,Chrysler Dodge Jeep Ram,Commercial,Commercial fleet service,Phone follow-up,66.5,0.293,563,Commercial,Assign fleet service cadence outreach
CUST0458,Chrysler Dodge Jeep Ram,Commercial,Service lapse 12+ months,Email + SMS,66.3,0.244,306,Service,Run win-back offer with advisor call list
CUST0047,Ford,Commercial,State inspection due,Email + SMS,66.2,0.337,356,Service,Trigger inspection reminder with online scheduler
CUST0191,Chrysler Dodge Jeep Ram,Ram,State inspection due,Email + SMS,66.2,0.361,474,Service,Trigger inspection reminder with online scheduler
CUST0470,Chrysler Dodge Jeep Ram,Jeep,State inspection due,Phone follow-up,66.2,0.311,308,Service,Trigger inspection reminder with online scheduler
CUST0147,Chrysler Dodge Jeep Ram,Jeep,Recall due,Phone follow-up,66.1,0.38,420,Service,Send safety recall booking sequence
CUST0390,Ford,Ford,Recall due,Email + SMS,66.1,0.414,551,Service,Send safety recall booking sequence
CUST0133,Chrysler Dodge Jeep Ram,Chrysler,Service lapse 12+ months,Phone follow-up,66.0,0.212,408,Service,Run win-back offer with advisor call list
CUST0161,Chrysler Dodge Jeep Ram,Commercial,Declined work recovery,Email + SMS,65.9,0.314,615,Service,Send deferred maintenance estimate recap
CUST0261,Chrysler Dodge Jeep Ram,Chrysler,State inspection due,Phone + Email,65.8,0.309,380,Service,Trigger inspection reminder with online scheduler
CUST0210,Chrysler Dodge Jeep Ram,Dodge,State inspection due,Phone follow-up,65.6,0.343,522,Service,Trigger inspection reminder with online scheduler
CUST0241,Chrysler Dodge Jeep Ram,Chrysler,Recall due,Email + SMS,65.6,0.423,472,Service,Send safety recall booking sequence
CUST0376,Chrysler Dodge Jeep Ram,Jeep,Recall due,Email + SMS,65.6,0.415,367,Service,Send safety recall booking sequence
CUST0310,Chrysler Dodge Jeep Ram,Ram,Hunter alignment finding,Advisor video + SMS,65.5,0.375,324,Service,Send alignment finding video and tire offer
CUST0406,Ford,Ford,State inspection due,Email + SMS,65.5,0.295,427,Service,Trigger inspection reminder with online scheduler
CUST0018,Ford,Ford,Hunter alignment finding,Advisor video + SMS,65.3,0.372,243,Service,Send alignment finding video and tire offer
CUST0252,Ford,Commercial,Recall due,Phone follow-up,65.3,0.383,498,Service,Send safety recall booking sequence
CUST0319,Chrysler Dodge Jeep Ram,Ram,Recall due,Phone follow-up,65.3,0.375,393,Service,Send safety recall booking sequence
CUST0288,Chrysler Dodge Jeep Ram,Commercial,Recall due,Phone + Email,65.2,0.415,472,Service,Send safety recall booking sequence
CUST0343,Ford,Ford,State inspection due,Email + SMS,64.9,0.361,427,Service,Trigger inspection reminder with online scheduler
CUST0438,Chrysler Dodge Jeep Ram,Chrysler,State inspection due,Email + SMS,64.8,0.381,498,Service,Trigger inspection reminder with online scheduler
CUST0063,Ford,Commercial,Recall due,Email + SMS,64.7,0.415,446,Service,Send safety recall booking sequence
CUST0478,Ford,Commercial,Service lapse 12+ months,Email + SMS,64.7,0.255,367,Service,Run win-back offer with advisor call list
CUST0090,Chrysler Dodge Jeep Ram,Chrysler,Hunter alignment finding,Advisor video + SMS,64.6,0.329,308,Service,Send alignment finding video and tire offer
CUST0309,Ford,Commercial,Service lapse 12+ months,Phone + Email,64.6,0.255,285,Service,Run win-back offer with advisor call list
CUST0152,Chrysler Dodge Jeep Ram,Commercial,State inspection due,Email + SMS,64.5,0.332,403,Service,Trigger inspection reminder with online scheduler
CUST0297,Chrysler Dodge Jeep Ram,Commercial,Service lapse 12+ months,Phone + Email,64.5,0.257,387,Service,Run win-back offer with advisor call list
CUST0020,Chrysler Dodge Jeep Ram,Dodge,Declined work recovery,Email + SMS,64.4,0.32,512,Service,Send deferred maintenance estimate recap
CUST0318,Chrysler Dodge Jeep Ram,Ram,State inspection due,Phone + Email,64.4,0.387,308,Service,Trigger inspection reminder with online scheduler
CUST0274,Chrysler Dodge Jeep Ram,Jeep,Service lapse 12+ months,Phone + Email,64.3,0.27,265,Service,Run win-back offer with advisor call list
CUST0318,Chrysler Dodge Jeep Ram,Ram,Hunter alignment finding,Advisor video + SMS,64.3,0.417,211,Service,Send alignment finding video and tire offer
CUST0450,Chrysler Dodge Jeep Ram,Commercial,Hunter alignment finding,Advisor video + SMS,64.3,0.363,211,Service,Send alignment finding video and tire offer
CUST0063,Ford,Commercial,Commercial fleet service,Email + SMS,64.2,0.305,736,Commercial,Assign fleet service cadence outreach
CUST0248,Chrysler Dodge Jeep Ram,Jeep,Declined work recovery,Email + SMS,64.1,0.309,444,Service,Send deferred maintenance estimate recap
CUST0343,Ford,Ford,Hunter alignment finding,Advisor video + SMS,64.1,0.391,292,Service,Send alignment finding video and tire offer
CUST0032,Ford,Commercial,Declined work recovery,Email + SMS,64.0,0.337,615,Service,Send deferred maintenance estimate recap
CUST0157,Chrysler Dodge Jeep Ram,Commercial,Declined work recovery,Email + SMS,64.0,0.304,444,Service,Send deferred maintenance estimate recap
CUST0152,Chrysler Dodge Jeep Ram,Commercial,Hunter alignment finding,Advisor video + SMS,63.9,0.362,276,Service,Send alignment finding video and tire offer
CUST0167,Ford,Ford,Declined work recovery,Email + SMS,63.9,0.325,649,Service,Send deferred maintenance estimate recap
CUST0397,Chrysler Dodge Jeep Ram,Jeep,Commercial fleet service,Email + SMS,63.9,0.282,866,Commercial,Assign fleet service cadence outreach
CUST0452,Ford,Commercial,Service lapse 12+ months,Phone + Email,63.8,0.268,428,Service,Run win-back offer with advisor call list
CUST0243,Ford,Commercial,Recall due,Phone follow-up,63.7,0.439,446,Service,Send safety recall booking sequence
CUST0140,Ford,Commercial,Service lapse 12+ months,Email + SMS,63.6,0.238,510,Service,Run win-back offer with advisor call list
CUST0320,Chrysler Dodge Jeep Ram,Jeep,Service lapse 12+ months,Email + SMS,63.6,0.244,265,Service,Run win-back offer with advisor call list
CUST0165,Chrysler Dodge Jeep Ram,Ram,State inspection due,Email + SMS,63.5,0.343,308,Service,Trigger inspection reminder with online scheduler
CUST0428,Chrysler Dodge Jeep Ram,Dodge,Declined work recovery,Email + SMS,63.5,0.316,615,Service,Send deferred maintenance estimate recap
CUST0434,Chrysler Dodge Jeep Ram,Dodge,Service lapse 12+ months,Phone + Email,63.5,0.293,265,Service,Run win-back offer with advisor call list
CUST0367,Chrysler Dodge Jeep Ram,Jeep,State inspection due,Email + SMS,63.4,0.353,403,Service,Trigger inspection reminder with online scheduler
CUST0422,Ford,Ford,Recall due,Phone + Email,63.4,0.421,420,Service,Send safety recall booking sequence
CUST0121,Chrysler Dodge Jeep Ram,Chrysler,Hunter alignment finding,Advisor video + SMS,63.3,0.349,276,Service,Send alignment finding video and tire offer
CUST0173,Ford,Ford,Declined work recovery,Phone + Email,63.3,0.323,512,Service,Send deferred maintenance estimate recap
CUST0285,Ford,Ford,State inspection due,Email + SMS,63.3,0.375,427,Service,Trigger inspection reminder with online scheduler
CUST0376,Chrysler Dodge Jeep Ram,Jeep,Declined work recovery,Email + SMS,63.3,0.325,478,Service,Send deferred maintenance estimate recap
CUST0373,Chrysler Dodge Jeep Ram,Chrysler,Service lapse 12+ months,Phone + Email,63.1,0.272,326,Service,Run win-back offer with advisor call list
CUST0113,Ford,Ford,Service lapse 12+ months,Email + SMS,63.0,0.268,347,Service,Run win-back offer with advisor call list
CUST0020,Chrysler Dodge Jeep Ram,Dodge,State inspection due,Email + SMS,62.9,0.34,356,Service,Trigger inspection reminder with online scheduler
CUST0138,Chrysler Dodge Jeep Ram,Chrysler,Declined work recovery,Email + SMS,62.9,0.342,512,Service,Send deferred maintenance estimate recap
CUST0001,Ford,Ford,Declined work recovery,Phone + Email,62.8,0.332,615,Service,Send deferred maintenance estimate recap
CUST0184,Chrysler Dodge Jeep Ram,Chrysler,Commercial fleet service,Phone follow-up,62.8,0.284,866,Commercial,Assign fleet service cadence outreach
CUST0240,Ford,Ford,Recall due,Phone follow-up,62.8,0.376,341,Service,Send safety recall booking sequence
CUST0367,Chrysler Dodge Jeep Ram,Jeep,Hunter alignment finding,Advisor video + SMS,62.8,0.383,276,Service,Send alignment finding video and tire offer
CUST0037,Chrysler Dodge Jeep Ram,Jeep,State inspection due,Email + SMS,62.7,0.311,403,Service,Trigger inspection reminder with online scheduler
CUST0020,Chrysler Dodge Jeep Ram,Dodge,Hunter alignment finding,Advisor video + SMS,62.6,0.37,243,Service,Send alignment finding video and tire offer
CUST0134,Chrysler Dodge Jeep Ram,Jeep,Recall due,Email + SMS,62.6,0.424,420,Service,Send safety recall booking sequence
CUST0028,Ford,Ford,Commercial fleet service,Email + SMS,62.5,0.289,780,Commercial,Assign fleet service cadence outreach
CUST0044,Chrysler Dodge Jeep Ram,Dodge,Declined work recovery,Phone + Email,62.5,0.349,717,Service,Send deferred maintenance estimate recap
CUST0280,Ford,Ford,Service lapse 12+ months,Email + SMS,62.4,0.263,449,Service,Run win-back offer with advisor call list
CUST0414,Chrysler Dodge Jeep Ram,Chrysler,Service lapse 12+ months,Phone follow-up,62.4,0.239,326,Service,Run win-back offer with advisor call list
CUST0470,Chrysler Dodge Jeep Ram,Jeep,Service lapse 12+ months,Phone follow-up,62.3,0.24,265,Service,Run win-back offer with advisor call list
CUST0407,Ford,Ford,Declined work recovery,Phone + Email,62.2,0.365,478,Service,Send deferred maintenance estimate recap
CUST0032,Ford,Commercial,State inspection due,Email + SMS,62.1,0.357,427,Service,Trigger inspection reminder with online scheduler
CUST0390,Ford,Ford,State inspection due,Email + SMS,62.1,0.344,498,Service,Trigger inspection reminder with online scheduler
CUST0041,Chrysler Dodge Jeep Ram,Ram,State inspection due,Phone + Email,62.0,0.381,474,Service,Trigger inspection reminder with online scheduler
CUST0065,Chrysler Dodge Jeep Ram,Dodge,Recall due,Email + SMS,62.0,0.431,446,Service,Send safety recall booking sequence
CUST0116,Chrysler Dodge Jeep Ram,Commercial,Declined work recovery,Email + SMS,62.0,0.345,649,Service,Send deferred maintenance estimate recap
CUST0376,Chrysler Dodge Jeep Ram,Jeep,State inspection due,Email + SMS,61.9,0.345,332,Service,Trigger inspection reminder with online scheduler
CUST0018,Ford,Ford,Service lapse 12+ months,Phone + Email,61.8,0.272,306,Service,Run win-back offer with advisor call list
CUST0261,Chrysler Dodge Jeep Ram,Chrysler,Service lapse 12+ months,Phone + Email,61.8,0.239,326,Service,Run win-back offer with advisor call list
CUST0329,Chrysler Dodge Jeep Ram,Commercial,Commercial fleet service,Phone + Email,61.8,0.342,563,Commercial,Assign fleet service cadence outreach
CUST0204,Ford,Commercial,Declined work recovery,Email + SMS,61.7,0.353,444,Service,Send deferred maintenance estimate recap
CUST0171,Chrysler Dodge Jeep Ram,Jeep,Declined work recovery,Email + SMS,61.6,0.341,444,Service,Send deferred maintenance estimate recap
CUST0364,Ford,Ford,Hunter alignment finding,Advisor video + SMS,61.6,0.379,243,Service,Send alignment finding video and tire offer
CUST0379,Chrysler Dodge Jeep Ram,Commercial,Declined work recovery,Phone + Email,61.5,0.348,649,Service,Send deferred maintenance estimate recap
CUST0406,Ford,Ford,Service lapse 12+ months,Email + SMS,61.5,0.225,367,Service,Run win-back offer with advisor call list
CUST0428,Chrysler Dodge Jeep Ram,Dodge,State inspection due,Email + SMS,61.5,0.336,427,Service,Trigger inspection reminder with online scheduler
CUST0082,Ford,Commercial,Declined work recovery,Phone follow-up,61.4,0.303,580,Service,Send deferred maintenance estimate recap
CUST0138,Chrysler Dodge Jeep Ram,Chrysler,State inspection due,Email + SMS,61.4,0.362,356,Service,Trigger inspection reminder with online scheduler
CUST0071,Ford,Commercial,Commercial fleet service,Phone + Email,61.3,0.309,606,Commercial,Assign fleet service cadence outreach
CUST0090,Chrysler Dodge Jeep Ram,Chrysler,Service lapse 12+ months,Email + SMS,61.3,0.229,387,Service,Run win-back offer with advisor call list
CUST0321,Ford,Commercial,State inspection due,Email + SMS,61.3,0.323,380,Service,Trigger inspection reminder with online scheduler
CUST0167,Ford,Ford,Hunter alignment finding,Advisor video + SMS,60.9,0.375,308,Service,Send alignment finding video and tire offer
CUST0110,Chrysler Dodge Jeep Ram,Chrysler,State inspection due,Phone follow-up,60.8,0.345,356,Service,Trigger inspection reminder with online scheduler
CUST0436,Chrysler Dodge Jeep Ram,Dodge,Declined work recovery,Phone follow-up,60.8,0.291,478,Service,Send deferred maintenance estimate recap
CUST0317,Ford,Ford,State inspection due,Email + SMS,60.6,0.294,427,Service,Trigger inspection reminder with online scheduler
CUST0407,Ford,Ford,Hunter alignment finding,Advisor video + SMS,60.6,0.415,227,Service,Send alignment finding video and tire offer
CUST0156,Ford,Commercial,Hunter alignment finding,Advisor video + SMS,60.5,0.385,227,Service,Send alignment finding video and tire offer
CUST0204,Ford,Commercial,State inspection due,Email + SMS,60.5,0.373,308,Service,Trigger inspection reminder with online scheduler
CUST0252,Ford,Commercial,Hunter alignment finding,Advisor video + SMS,60.5,0.343,308,Service,Send alignment finding video and tire offer
CUST0308,Ford,Commercial,Declined work recovery,Email + SMS,60.5,0.297,580,Service,Send deferred maintenance estimate recap
CUST0389,Chrysler Dodge Jeep Ram,Commercial,Hunter alignment finding,Advisor video + SMS,60.5,0.366,308,Service,Send alignment finding video and tire offer
CUST0110,Chrysler Dodge Jeep Ram,Chrysler,Hunter alignment finding,Advisor video + SMS,60.4,0.375,243,Service,Send alignment finding video and tire offer
CUST0171,Chrysler Dodge Jeep Ram,Jeep,State inspection due,Email + SMS,60.4,0.361,308,Service,Trigger inspection reminder with online scheduler
CUST0242,Chrysler Dodge Jeep Ram,Ram,State inspection due,Phone + Email,60.3,0.367,451,Service,Trigger inspection reminder with online scheduler
CUST0253,Ford,Commercial,State inspection due,Email + SMS,60.2,0.346,451,Service,Trigger inspection reminder with online scheduler
CUST0289,Chrysler Dodge Jeep Ram,Ram,Hunter alignment finding,Advisor video + SMS,60.1,0.348,211,Service,Send alignment finding video and tire offer
CUST0430,Chrysler Dodge Jeep Ram,Commercial,Declined work recovery,Phone follow-up,60.1,0.303,580,Service,Send deferred maintenance estimate recap
CUST0464,Ford,Commercial,Recall due,Email + SMS,59.9,0.451,367,Service,Send safety recall booking sequence
CUST0161,Chrysler Dodge Jeep Ram,Commercial,Service lapse 12+ months,Email + SMS,59.8,0.264,367,Service,Run win-back offer with advisor call list
CUST0345,Ford,Ford,State inspection due,Email + SMS,59.8,0.346,403,Service,Trigger inspection reminder with online scheduler
CUST0232,Ford,Ford,Recall due,Email + SMS,59.7,0.439,393,Service,Send safety recall booking sequence
CUST0329,Chrysler Dodge Jeep Ram,Commercial,State inspection due,Phone + Email,59.7,0.382,308,Service,Trigger inspection reminder with online scheduler
CUST0397,Chrysler Dodge Jeep Ram,Jeep,State inspection due,Email + SMS,59.7,0.322,474,Service,Trigger inspection reminder with online scheduler
CUST0006,Chrysler Dodge Jeep Ram,Commercial,Declined work recovery,Phone + Email,59.6,0.337,717,Service,Send deferred maintenance estimate recap
CUST0051,Chrysler Dodge Jeep Ram,Dodge,Recall due,Phone follow-up,59.6,0.396,367,Service,Send safety recall booking sequence
CUST0356,Ford,Commercial,State inspection due,Phone + Email,59.5,0.37,427,Service,Trigger inspection reminder with online scheduler
CUST0372,Ford,Ford,Declined work recovery,Phone + Email,59.4,0.35,649,Service,Send deferred maintenance estimate recap
CUST0345,Ford,Ford,Hunter alignment finding,Advisor video + SMS,59.2,0.376,276,Service,Send alignment finding video and tire offer
CUST0375,Chrysler Dodge Jeep Ram,Ram,Recall due,Email + SMS,59.2,0.4,472,Service,Send safety recall booking sequence
CUST0022,Chrysler Dodge Jeep Ram,Dodge,Recall due,Email + SMS,59.1,0.424,367,Service,Send safety recall booking sequence
CUST0102,Ford,Commercial,Service lapse 12+ months,Email + SMS,59.1,0.27,306,Service,Run win-back offer with advisor call list
CUST0122,Ford,Commercial,State inspection due,Email + SMS,59.1,0.363,451,Service,Trigger inspection reminder with online scheduler
CUST0188,Chrysler Dodge Jeep Ram,Jeep,Recall due,Phone follow-up,59.1,0.409,472,Service,Send safety recall booking sequence
CUST0248,Chrysler Dodge Jeep Ram,Jeep,Service lapse 12+ months,Email + SMS,59.1,0.259,265,Service,Run win-back offer with advisor call list
CUST0116,Chrysler Dodge Jeep Ram,Commercial,Hunter alignment finding,Advisor video + SMS,59.0,0.395,308,Service,Send alignment finding video and tire offer
CUST0157,Chrysler Dodge Jeep Ram,Commercial,Service lapse 12+ months,Email + SMS,59.0,0.255,265,Service,Run win-back offer with advisor call list
CUST0071,Ford,Commercial,State inspection due,Phone + Email,58.9,0.349,332,Service,Trigger inspection reminder with online scheduler
CUST0028,Ford,Ford,State inspection due,Email + SMS,58.8,0.329,427,Service,Trigger inspection reminder with online scheduler
CUST0338,Chrysler Dodge Jeep Ram,Ram,Recall due,Phone follow-up,58.7,0.389,341,Service,Send safety recall booking sequence
CUST0184,Chrysler Dodge Jeep Ram,Chrysler,State inspection due,Phone follow-up,58.5,0.324,474,Service,Trigger inspection reminder with online scheduler
CUST0211,Ford,Ford,Declined work recovery,Phone follow-up,58.4,0.292,615,Service,Send deferred maintenance estimate recap
CUST0305,Chrysler Dodge Jeep Ram,Ram,State inspection due,Phone + Email,58.3,0.362,356,Service,Trigger inspection reminder with online scheduler
CUST0340,Chrysler Dodge Jeep Ram,Dodge,Recall due,Email + SMS,58.3,0.43,341,Service,Send safety recall booking sequence
CUST0033,Ford,Commercial,Service lapse 12+ months,Email + SMS,58.2,0.269,428,Service,Run win-back offer with advisor call list
CUST0439,Chrysler Dodge Jeep Ram,Commercial,Commercial fleet service,Email + SMS,58.1,0.26,823,Commercial,Assign fleet service cadence outreach
CUST0036,Chrysler Dodge Jeep Ram,Jeep,Service lapse 12+ months,Email + SMS,57.9,0.208,387,Service,Run win-back offer with advisor call list
CUST0092,Chrysler Dodge Jeep Ram,Chrysler,Commercial fleet service,Phone + Email,57.9,0.338,823,Commercial,Assign fleet service cadence outreach
CUST0173,Ford,Ford,Service lapse 12+ months,Phone + Email,57.9,0.273,306,Service,Run win-back offer with advisor call list
CUST0239,Ford,Ford,Declined work recovery,Phone + Email,57.9,0.352,649,Service,Send deferred maintenance estimate recap
CUST0421,Ford,Commercial,State inspection due,Phone follow-up,57.8,0.317,356,Service,Trigger inspection reminder with online scheduler
CUST0319,Chrysler Dodge Jeep Ram,Ram,Service lapse 12+ months,Phone follow-up,57.7,0.235,306,Service,Run win-back offer with advisor call list
CUST0386,Ford,Commercial,State inspection due,Email + SMS,57.7,0.344,451,Service,Trigger inspection reminder with online scheduler
CUST0120,Chrysler Dodge Jeep Ram,Ram,State inspection due,Email + SMS,57.6,0.316,474,Service,Trigger inspection reminder with online scheduler
CUST0225,Ford,Ford,Hunter alignment finding,Advisor video + SMS,57.5,0.421,308,Service,Send alignment finding video and tire offer
CUST0299,Chrysler Dodge Jeep Ram,Dodge,State inspection due,Email + SMS,57.5,0.357,427,Service,Trigger inspection reminder with online scheduler
CUST0395,Ford,Commercial,State inspection due,Email + SMS,57.5,0.353,498,Service,Trigger inspection reminder with online scheduler
CUST0268,Ford,Ford,State inspection due,Email + SMS,57.4,0.376,427,Service,Trigger inspection reminder with online scheduler
CUST0381,Chrysler Dodge Jeep Ram,Ram,Declined work recovery,Email + SMS,57.4,0.264,649,Service,Send deferred maintenance estimate recap
CUST0321,Ford,Commercial,Service lapse 12+ months,Email + SMS,57.3,0.253,326,Service,Run win-back offer with advisor call list
CUST0162,Chrysler Dodge Jeep Ram,Jeep,Recall due,Email + SMS,57.2,0.421,446,Service,Send safety recall booking sequence
CUST0448,Ford,Commercial,Declined work recovery,Phone follow-up,57.2,0.259,649,Service,Send deferred maintenance estimate recap
CUST0127,Chrysler Dodge Jeep Ram,Ram,Hunter alignment finding,Advisor video + SMS,57.1,0.381,227,Service,Send alignment finding video and tire offer
CUST0281,Chrysler Dodge Jeep Ram,Chrysler,Declined work recovery,Phone follow-up,57.1,0.289,580,Service,Send deferred maintenance estimate recap
CUST0338,Chrysler Dodge Jeep Ram,Ram,Commercial fleet service,Phone follow-up,57.1,0.279,563,Commercial,Assign fleet service cadence outreach
CUST0048,Ford,Ford,Declined work recovery,Phone + Email,57.0,0.347,615,Service,Send deferred maintenance estimate recap
CUST0335,Chrysler Dodge Jeep Ram,Dodge,Declined work recovery,Email + SMS,57.0,0.292,717,Service,Send deferred maintenance estimate recap
CUST0094,Chrysler Dodge Jeep Ram,Chrysler,State inspection due,Email + SMS,56.9,0.358,308,Service,Trigger inspection reminder with online scheduler
CUST0307,Chrysler Dodge Jeep Ram,Commercial,State inspection due,Email + SMS,56.8,0.365,356,Service,Trigger inspection reminder with online scheduler
CUST0120,Chrysler Dodge Jeep Ram,Ram,Hunter alignment finding,Advisor video + SMS,56.6,0.346,324,Service,Send alignment finding video and tire offer
CUST0317,Ford,Ford,Service lapse 12+ months,Email + SMS,56.5,0.224,367,Service,Run win-back offer with advisor call list
CUST0289,Chrysler Dodge Jeep Ram,Ram,Service lapse 12+ months,Email + SMS,56.4,0.248,265,Service,Run win-back offer with advisor call list
CUST0293,Chrysler Dodge Jeep Ram,Ram,State inspection due,Phone + Email,56.1,0.353,380,Service,Trigger inspection reminder with online scheduler
CUST0013,Chrysler Dodge Jeep Ram,Commercial,State inspection due,Email + SMS,56.0,0.336,403,Service,Trigger inspection reminder with online scheduler
CUST0054,Chrysler Dodge Jeep Ram,Commercial,Commercial fleet service,Email + SMS,56.0,0.307,693,Commercial,Assign fleet service cadence outreach
CUST0311,Ford,Ford,Service lapse 12+ months,Email + SMS,56.0,0.245,306,Service,Run win-back offer with advisor call list
CUST0070,Ford,Ford,Declined work recovery,Email + SMS,55.8,0.354,615,Service,Send deferred maintenance estimate recap
CUST0239,Ford,Ford,State inspection due,Phone + Email,55.7,0.372,451,Service,Trigger inspection reminder with online scheduler
CUST0436,Chrysler Dodge Jeep Ram,Dodge,Service lapse 12+ months,Phone follow-up,55.6,0.241,285,Service,Run win-back offer with advisor call list
CUST0287,Ford,Ford,State inspection due,Email + SMS,55.5,0.355,403,Service,Trigger inspection reminder with online scheduler
CUST0181,Chrysler Dodge Jeep Ram,Jeep,Recall due,Email + SMS,55.4,0.399,393,Service,Send safety recall booking sequence
CUST0427,Chrysler Dodge Jeep Ram,Commercial,State inspection due,Email + SMS,55.4,0.365,308,Service,Trigger inspection reminder with online scheduler
CUST0108,Chrysler Dodge Jeep Ram,Chrysler,Commercial fleet service,Phone + Email,55.3,0.347,693,Commercial,Assign fleet service cadence outreach
CUST0240,Ford,Ford,Service lapse 12+ months,Phone follow-up,55.3,0.236,265,Service,Run win-back offer with advisor call list
CUST0277,Ford,Commercial,State inspection due,Email + SMS,55.3,0.339,451,Service,Trigger inspection reminder with online scheduler
CUST0290,Chrysler Dodge Jeep Ram,Jeep,Declined work recovery,Email + SMS,55.3,0.29,444,Service,Send deferred maintenance estimate recap
CUST0374,Chrysler Dodge Jeep Ram,Ram,Hunter alignment finding,Advisor video + SMS,55.3,0.385,260,Service,Send alignment finding video and tire offer
CUST0199,Chrysler Dodge Jeep Ram,Ram,Recall due,Email + SMS,55.2,0.407,367,Service,Send safety recall booking sequence
CUST0314,Ford,Commercial,Recall due,Email + SMS,55.2,0.399,393,Service,Send safety recall booking sequence
CUST0427,Chrysler Dodge Jeep Ram,Commercial,Hunter alignment finding,Advisor video + SMS,55.2,0.395,211,Service,Send alignment finding video and tire offer
CUST0126,Chrysler Dodge Jeep Ram,Dodge,Hunter alignment finding,Advisor video + SMS,55.1,0.402,324,Service,Send alignment finding video and tire offer
CUST0071,Ford,Commercial,Service lapse 12+ months,Phone + Email,55.0,0.279,285,Service,Run win-back offer with advisor call list
CUST0175,Chrysler Dodge Jeep Ram,Chrysler,Declined work recovery,Email + SMS,55.0,0.31,615,Service,Send deferred maintenance estimate recap
CUST0075,Ford,Ford,State inspection due,Email + SMS,54.7,0.369,356,Service,Trigger inspection reminder with online scheduler
CUST0029,Ford,Ford,State inspection due,Email + SMS,54.6,0.36,356,Service,Trigger inspection reminder with online scheduler
CUST0054,Chrysler Dodge Jeep Ram,Commercial,Declined work recovery,Email + SMS,54.6,0.327,546,Service,Send deferred maintenance estimate recap
CUST0163,Chrysler Dodge Jeep Ram,Ram,Hunter alignment finding,Advisor video + SMS,54.6,0.361,211,Service,Send alignment finding video and tire offer
CUST0292,Ford,Commercial,Declined work recovery,Email + SMS,54.5,0.337,615,Service,Send deferred maintenance estimate recap
CUST0357,Ford,Commercial,Declined work recovery,Email + SMS,54.5,0.351,478,Service,Send deferred maintenance estimate recap
CUST0441,Chrysler Dodge Jeep Ram,Dodge,State inspection due,Phone + Email,54.5,0.357,380,Service,Trigger inspection reminder with online scheduler
CUST0128,Chrysler Dodge Jeep Ram,Dodge,Declined work recovery,Phone + Email,54.4,0.335,546,Service,Send deferred maintenance estimate recap
CUST0155,Chrysler Dodge Jeep Ram,Dodge,Commercial fleet service,Email + SMS,54.4,0.261,736,Commercial,Assign fleet service cadence outreach
CUST0247,Chrysler Dodge Jeep Ram,Jeep,State inspection due,Email + SMS,54.3,0.358,403,Service,Trigger inspection reminder with online scheduler
